ticker,listed_at,delisted_at
MWRD.PA,,
AASI.PA,,
ASWC.DE,,
IDFN.SW,,
RBOT.L,,
IWDA.L,,
DFND.PA,,
ESIH.L,,
BTEC.L,,
IUCM.L,,
2B7D.DE,,
UIFS.L,,
IITU.L,,
LGAG.L,,
VUAA.L,,
WDEF.MI,,
XDWU.DE,,
